Date,HSI,1_HK,101_HK,1038_HK,1044_HK,1088_HK,1093_HK,11_HK,1109_HK,1177_HK,12_HK,1211_HK,1398_HK,16_HK,17_HK,175_HK,1928_HK,2_HK,2007_HK,2020_HK,2313_HK,2318_HK,2319_HK,2331_HK,2382_HK,2388_HK,241_HK,2628_HK,267_HK,2688_HK,27_HK,291_HK,3_HK,316_HK,322_HK,386_HK,388_HK,3968_HK,3988_HK,5_HK,6_HK,66_HK,669_HK,688_HK,700_HK,762_HK,823_HK,857_HK,868_HK,883_HK,939_HK,941_HK,981_HK,992_HK
2009-01-05,0.03401608488666419,0.051937168421475555,0.03321140798943745,-0.052185753170570504,0.028423187295522734,0.03390155167568132,-0.010493275715838801,-0.015399726853576823,0.058840500022933284,0.03658944743229231,0.016367185936846163,0.018576385572935283,0.009201433329086184,0.0436115621659372,0.06734906716106659,0.09237332013101518,-0.10771824904024241,-0.015384918839479234,0.005179867696841978,0.0626837022936868,0.06899287148695149,0.08237099743312726,0.007751976804317939,0.04683245179831497,0.1233790211605047,0.007696574551989244,0.0,0.033766862470817394,0.07003807670360995,0.03199249174149177,0.20236848873924534,0.054218956693201203,0.0,0.038700241247014766,-0.0033463500273440694,0.05878807400913333,0.0766225252831001,0.07657925245152519,0.018095731874664733,0.006472514505618143,-0.018890762469553568,-0.007773498333380147,-0.03562717764315115,0.041955400967755185,0.007689947486987148,0.07057265064646989,0.019919565845105236,0.06713930283762859,0.06549330536068701,0.07608230645743941,0.02832923260211273,0.04573600932268462,0.030771658666753687,0.04900757910669451
2009-01-06,-0.0034628368947977606,0.006164886670451786,0.011524485851954314,-0.0345175048827131,0.011950035069740572,0.02306527293099636,0.014659948410684798,-0.005836592444451227,-0.048790164169431716,0.0467921615067588,0.04284382644287765,0.027233150458358946,-0.016337524506389922,0.041106449080557717,0.0706085549708213,0.0,0.023330856762695085,-0.0038835000263977015,0.03552671335453317,0.04213758444840443,-0.02702867238791934,0.00232288141614001,-0.0333691411746182,-0.007682928584908044,-0.01801850550267836,-0.002192983335010279,0.0,-0.001955034835803282,-0.005499555566038428,-0.024220431893788863,0.07356256717701665,-0.004067902506875054,-0.009992945397518271,0.003248513955830923,-0.020316725902672417,-0.00943637496298999,0.027431654460671417,-0.018917312593819346,0.0,-0.007117865893775388,0.002380953505741523,-0.007834399332610431,0.1489558629501544,0.01692442036930153,-0.028028917212048476,-0.05488605447877015,0.010546003448392849,0.015464225697581657,0.021245108613736203,0.0012202564052294917,-0.043958141852918464,-0.023810648693718406,0.04445176257083383,0.11488027599842221
2009-01-07,-0.034239532709110065,-0.03433378951980082,0.0,-0.009285117775679641,-0.03832814474908286,-0.005443671581176535,-0.0041666726948459964,-0.024692612590371255,-0.006018072325563395,-0.0649195460993155,0.021493328960538793,0.0014914245866699538,-0.0753390581452873,-0.0034188067487859186,-0.035797585028904955,0.014598799421152553,0.06493152566218141,0.0,-0.0611095038956887,-0.022086787402843422,0.03367321510658794,-0.0175545760116389,0.019763489118839628,-0.08329685958521438,0.01801850550267836,-0.04031901090234369,0.03797924806521635,-0.044007100728832516,0.062353230717052455,0.03424557851316745,0.12641392485565878,-0.015083918009454411,-0.001675242703623292,0.058778722052938104,-0.019574603124629775,-0.037107179776241006,-0.01362176822109884,-0.06311623786348752,-0.032129351977639,-0.025671956929215867,-0.02285126491676781,-0.014714470354002529,0.017699577099400843,-0.037637192497661065,-0.03908019284467201,-0.11208432365942356,0.010435944927804641,-0.04847052216575154,-0.07372304586235288,-0.037271394797231405,-0.09163383258457158,-0.05637912861755634,0.028573372444056,0.0
2009-01-08,-0.038881393676097886,-0.028327239130214288,-0.0779615414697119,0.0037243990909821,-0.0020450776161804463,-0.03442871966620098,-0.047746867256854286,0.015873349156289684,-0.04949463760469541,0.012121360532344694,-0.013776869162327454,-0.09367217780008641,-0.07064895798193094,-0.027779564107075494,-0.023442357273398162,-0.0752234212375874,0.0,0.0038835000263977015,-0.04332807676353673,-0.04569322765889883,-0.0066445427186686,-0.06210150880767129,-0.033834073015781785,-0.07466081469982111,-0.07410797215372189,0.007968169649176904,-0.08419209122034799,-0.03326710098293928,-0.07903573067698888,-0.05379017458613777,-0.1193467576325663,-0.045170209934415784,0.01000961646160392,-0.0696483942898416,-0.011696039763191113,-0.06167709157412404,-0.06593086348085464,-0.07313417604277506,-0.08807520687719483,-0.013423020332140823,0.0240396191861465,0.004550633563996431,-0.0132452267500206,-0.06676261600586297,-0.06754684248034337,-0.07687399378231285,-0.013448809812612872,-0.05376898088631776,-0.06914682422376549,-0.06944505327173078,-0.045444662265635705,-0.031728138892710867,-0.08829260714567821,-0.3006861568749877
2009-01-09,-0.0026721463734382667,-0.001975923655064271,0.008968669982760247,0.012927234501459939,0.028423187295522734,-0.034486176071168995,0.033731220868509826,-0.003944778291016249,-0.007427089843615509,0.01791092656653026,-0.01238723957359733,0.06648017010483587,-0.010831934821384115,-0.014184634991956102,0.005636203814071816,-0.04800921918636064,0.011718884113213424,0.00579711768432567,-0.022388994893478564,0.0281708769666964,0.0,-0.043652630157736905,0.00706003941072475,0.007219533904288866,-0.019418085857101697,0.009029406719394117,-0.013605652055778572,-0.0021164029063771572,0.0312812993810887,0.0013149245813095511,0.01398624197473991,-0.029232973717333355,0.031051870336169962,0.025891413932741525,0.0,0.0019259876637318651,-0.0031897953681001567,-0.011733689473930387,0.0,0.009412107595463404,0.0,0.02687731776374669,0.27087495413539964,0.012974805181368065,-0.0630630418323439,0.05041158970148141,0.03981568565335536,-0.005681833467430897,0.009195467093100318,0.010796326190223082,0.010308007222989302,-0.009253205480483473,0.015267472130788384,-0.09898183354885082
2009-01-12,-0.02867655874144326,-0.018483447982748924,-0.035210906043050993,0.01998249958733833,-0.020225549696224032,-0.0479133556958975,-0.04547878621846013,-0.007936549595735976,-0.08440078812483476,0.04058528011507834,-0.01735654254290475,-0.043825479540029466,-0.05333833000563604,-0.02751802889389232,-0.07706370713837174,0.0,-0.023576730563996673,0.009587801155153564,-0.08804106645764603,-0.020408871631207193,0.0,-0.07350246199292654,-0.005037794029957077,-0.014491568740323757,0.019418085857101697,-0.010163836790006098,-0.034846731330168135,-0.0366815666346052,0.0036166404701889476,-0.03612432924717046,-0.21622310846963602,-0.03942822374030808,0.023851215822179972,-0.047991760933407956,0.00936775000360024,-0.045264227070206164,-0.04575961714946697,-0.05154620422654155,-0.06315576284672875,-0.012788884158323022,0.03271319740630263,-0.005540180375615655,-0.059354242649182876,-0.043293450476480366,0.04549881707220704,-0.051587368790493304,0.015785530998365882,-0.04964523048916547,-0.04804673348869282,-0.04811924834419856,-0.04986884197301911,-0.024194728587056957,-0.11211729812070614,-0.029327615094520088
2009-01-13,-0.021922760242304662,-0.027039405645762127,-0.06199839738406876,-0.009033485097667882,0.045966101292812755,-0.04005541725006001,0.00368596067892335,-0.025215657721164852,0.018370206601748595,-0.022989518224698857,-0.025692245935094782,-0.019386713800190414,-0.01453815844602735,-0.03132247112904185,-0.058711844299623284,0.0,0.00792083349144379,0.0,-0.011744521869263391,-0.04750233398500314,-0.013423020332140712,-0.03741443585025772,-0.010152371464017929,0.058163263294249035,-0.03922071315328135,0.0011344300706119803,0.007067167223092419,-0.03352269203864333,-0.09260625747192419,0.014875189765044095,0.008583743691391477,-0.03456753106075272,0.0015700350875680336,-0.02145762733846368,0.008125407443916988,-0.03840425046109219,-0.018906707681805024,-0.03002960479257455,0.0056529263027882415,-0.010228875492918732,-0.005763704716749807,-0.006688988150796327,0.1153820741188456,-0.017473361543288934,-0.02366252614672737,-0.009456335242035596,0.015468156342659523,-0.03969986984668439,-0.020619287202735703,-0.030023699021702654,-0.010558586560494465,-0.017845360320009718,0.016807118316381375,0.0
2009-01-14,0.0026712801561998845,0.01361109122111026,0.03267078228954867,-0.00728600673093327,0.011648121416045765,0.03390155167568132,-0.00368596067892335,-0.04065176726646058,0.07767708690940989,0.01729149711006106,0.0032320443864484183,0.047779788301407944,-0.01202660316579962,0.006795043132829193,0.02036940350368832,0.0,-0.011904902506318482,0.003809528416667707,0.024031365861914067,0.008075414005545234,-0.027398974188114433,0.041642771959778724,0.032131278182793155,-0.01549534306973932,-0.010050335853501458,-0.013698844358162265,-0.014184634991956324,0.024692612590371255,-0.03526813883745783,-0.008086297431357803,0.08201315166083523,0.020558727021037004,-0.02381334887503561,-0.011481182373956234,0.017192400540372965,0.009222138838798521,0.0020429016297995872,0.003168140237602035,0.026697914950378765,-0.041964199099032484,-0.0023148158484516124,-0.008988824568433529,-0.05942342047080085,0.0551586988470425,0.00566155358406073,-0.0240396191861465,-0.005564201225714438,0.020046931945290725,0.030177305008841082,0.030023699021702654,0.029179058835022476,0.00827590930385913,0.0,-0.11332868530700313
2009-01-15,-0.03426618210562005,-0.05200108423637362,-0.0023837913552764434,0.0,-0.0195167485084351,-0.035179507121172904,-0.10503232399094875,-0.02150620522096336,-0.018056783747242733,-0.028987536873252173,-0.043118206780605295,0.01849051139763258,-0.014932473104736,-0.03756670179958288,-0.019067828414302657,-0.03333642026759187,-0.0019980026626726932,-0.01051132468268623,-0.03661894465218124,-0.03547438819365989,0.006920442844573771,0.022254047730278614,-0.032131278182793155,-0.03718408375887838,0.010050335853501458,0.015963850989014094,-0.014388737452099454,-0.024692612590371255,-0.062421106323717,-0.01774790612340582,0.0684677992774608,-0.06472093631502007,-0.02604192737199429,-0.04850152222775428,0.0,-0.051340051399162645,-0.05093532051582006,-0.04908392624686053,0.026003632028728796,-0.058840500022933284,-0.015178341599065615,-0.03561548166832029,-0.055958653648044754,-0.007366692008641262,-0.05577325216059359,-0.04605667727377183,-0.014231219927949734,-0.05169514289607258,-0.014371504837653093,-0.050552279162831226,-0.007898720080387278,-0.03352269203864289,-0.05129329438755059,0.0
2009-01-16,0.0009472245709556404,0.0007167460039654294,0.03286680808035225,0.012715884325302351,-0.015842728239008785,-0.014166366981982037,-0.026601734871603527,-0.010929070532190721,0.06935007813479332,0.017493157447517005,-0.010225173745188165,0.030077455237278006,0.03558879803039661,0.0,-0.036676012519307744,0.0,0.029558802241544058,-0.004814645795540695,0.024332100659530564,0.0,-0.06407885668452229,-0.032148121375476624,0.08223809823697215,0.042344152542284075,-0.020202707317519497,-0.033355593700882924,-0.05971923470162244,0.009049835519917782,0.026926774911249396,-0.012474174225175716,0.028987536873252173,-0.027183626483078704,0.008211189830394705,0.0072464085207673,0.022472855852058604,0.023718961932305938,-0.004304167333518905,0.033027098894812035,0.04496314074613017,-0.027654895553013148,0.03808885111959759,0.021978906718775004,0.017825783952600815,0.03843004447983622,0.024863513269010262,0.02515855963615543,-0.007155269711888401,-0.016207810226853248,0.009603915354180342,-0.01643054139609612,0.03651412353951766,-0.017192400540372965,0.03448617607116922,0.03278982282299092
